t,c_mean,c_surface,c_bulk,gamma_max,gamma_surface,R_max,R_surface,j_mean
5.05250000e+01,1.02090777e+04,1.02092867e+04,1.02090565e+04,5.91637738e-01,5.91628618e-01,2.26421155e-01,2.26421155e-01,5.18378290e+00
5.05300000e+01,1.02090973e+04,1.02094998e+04,1.02090565e+04,5.91637738e-01,5.91620108e-01,4.38944806e-01,4.38944806e-01,5.95031849e+00
5.05350000e+01,1.02091199e+04,1.02092048e+04,1.02091113e+04,5.91635549e-01,5.91631885e-01,9.00521312e-02,9.00521312e-02,4.59566247e+00
5.05400000e+01,1.02091367e+04,1.02093877e+04,1.02091113e+04,5.91635549e-01,5.91624590e-01,2.72447087e-01,2.72447087e-01,5.74494890e+00
5.05450000e+01,1.02091622e+04,1.02091672e+04,1.02091617e+04,5.91633542e-01,5.91633294e-01,1.20712448e-04,1.20712448e-04,5.47432228e+00
5.05500000e+01,1.02091785e+04,1.02093014e+04,1.02091660e+04,5.91633359e-01,5.91628024e-01,1.31716698e-01,1.31716698e-01,4.70780364e+00
5.05550000e+01,1.02092021e+04,1.02095585e+04,1.02091660e+04,5.91633359e-01,5.91617762e-01,3.88201014e-01,3.88201014e-01,6.06250693e+00
5.05600000e+01,1.02092211e+04,1.02092259e+04,1.02092206e+04,5.91631177e-01,5.91631046e-01,2.15412053e-03,2.15412053e-03,4.91323313e+00
5.05650000e+01,1.02092417e+04,1.02094508e+04,1.02092206e+04,5.91631177e-01,5.91622057e-01,2.26423562e-01,2.26423562e-01,5.18389550e+00
5.05700000e+01,1.02092613e+04,1.02096638e+04,1.02092206e+04,5.91631177e-01,5.91613547e-01,4.38949472e-01,4.38949472e-01,5.95044774e+00
5.05750000e+01,1.02092839e+04,1.02093688e+04,1.02092753e+04,5.91628988e-01,5.91625324e-01,9.00530885e-02,9.00530885e-02,4.59576230e+00
5.05800000e+01,1.02093007e+04,1.02095517e+04,1.02092753e+04,5.91628988e-01,5.91618029e-01,2.72449984e-01,2.72449984e-01,5.74507369e+00
5.05850000e+01,1.02093263e+04,1.02093313e+04,1.02093258e+04,5.91626980e-01,5.91626733e-01,1.20713731e-04,1.20713731e-04,5.47444119e+00
5.05900000e+01,1.02093425e+04,1.02094654e+04,1.02093300e+04,5.91626798e-01,5.91621463e-01,1.31718098e-01,1.31718098e-01,4.70790590e+00
5.05950000e+01,1.02093661e+04,1.02097225e+04,1.02093300e+04,5.91626798e-01,5.91611201e-01,3.88205140e-01,3.88205140e-01,6.06263862e+00
5.06000000e+01,1.02093851e+04,1.02093899e+04,1.02093846e+04,5.91624616e-01,5.91624484e-01,2.15414343e-03,2.15414343e-03,4.91333985e+00
5.06050000e+01,1.02094058e+04,1.02096148e+04,1.02093846e+04,5.91624616e-01,5.91615496e-01,2.26425969e-01,2.26425969e-01,5.18400810e+00
5.06100000e+01,1.02094253e+04,1.02098278e+04,1.02093846e+04,5.91624616e-01,5.91606986e-01,4.38954138e-01,4.38954138e-01,5.95057699e+00
5.06150000e+01,1.02094479e+04,1.02095329e+04,1.02094393e+04,5.91622426e-01,5.91618763e-01,9.00540459e-02,9.00540459e-02,4.59586212e+00
5.06200000e+01,1.02094647e+04,1.02097157e+04,1.02094393e+04,5.91622426e-01,5.91611468e-01,2.72452880e-01,2.72452880e-01,5.74519848e+00
5.06250000e+01,1.02094903e+04,1.02094953e+04,1.02094898e+04,5.91620419e-01,5.91620172e-01,1.20715014e-04,1.20715014e-04,5.47456009e+00
5.06300000e+01,1.02095065e+04,1.02096294e+04,1.02094941e+04,5.91620237e-01,5.91614902e-01,1.31719498e-01,1.31719498e-01,4.70800816e+00
5.06350000e+01,1.02095301e+04,1.02098865e+04,1.02094941e+04,5.91620237e-01,5.91604640e-01,3.88209267e-01,3.88209267e-01,6.06277030e+00
5.06400000e+01,1.02095491e+04,1.02095540e+04,1.02095486e+04,5.91618055e-01,5.91617923e-01,2.15416633e-03,2.15416633e-03,4.91344657e+00
5.06450000e+01,1.02095698e+04,1.02097788e+04,1.02095486e+04,5.91618055e-01,5.91608935e-01,2.26428376e-01,2.26428376e-01,5.18412070e+00
5.06500000e+01,1.02095894e+04,1.02099919e+04,1.02095486e+04,5.91618055e-01,5.91600425e-01,4.38958804e-01,4.38958804e-01,5.95070623e+00
5.06550000e+01,1.02096120e+04,1.02096969e+04,1.02096034e+04,5.91615865e-01,5.91612202e-01,9.00550031e-02,9.00550031e-02,4.59596194e+00
5.06600000e+01,1.02096288e+04,1.02098797e+04,1.02096034e+04,5.91615865e-01,5.91604907e-01,2.72455776e-01,2.72455776e-01,5.74532326e+00
5.06650000e+01,1.02096543e+04,1.02096593e+04,1.02096538e+04,5.91613858e-01,5.91613611e-01,1.20716298e-04,1.20716298e-04,5.47467900e+00
5.06700000e+01,1.02096705e+04,1.02097934e+04,1.02096581e+04,5.91613676e-01,5.91608341e-01,1.31720898e-01,1.31720898e-01,4.70811041e+00
5.06750000e+01,1.02096942e+04,1.02100506e+04,1.02096581e+04,5.91613676e-01,5.91598079e-01,3.88213393e-01,3.88213393e-01,6.06290198e+00
5.06800000e+01,1.02097131e+04,1.02097180e+04,1.02097127e+04,5.91611494e-01,5.91611362e-01,2.15418923e-03,2.15418923e-03,4.91355329e+00
5.06850000e+01,1.02097338e+04,1.02099428e+04,1.02097127e+04,5.91611494e-01,5.91602374e-01,2.26430782e-01,2.26430782e-01,5.18423330e+00
5.06900000e+01,1.02097534e+04,1.02101559e+04,1.02097127e+04,5.91611494e-01,5.91593865e-01,4.38963470e-01,4.38963470e-01,5.95083548e+00
5.06950000e+01,1.02097760e+04,1.02098609e+04,1.02097674e+04,5.91609305e-01,5.91605641e-01,9.00559603e-02,9.00559603e-02,4.59606177e+00
5.07000000e+01,1.02097928e+04,1.02100438e+04,1.02097674e+04,5.91609304e-01,5.91598346e-01,2.72458672e-01,2.72458672e-01,5.74544805e+00
5.07050000e+01,1.02098183e+04,1.02098233e+04,1.02098178e+04,5.91607297e-01,5.91607050e-01,1.20717581e-04,1.20717581e-04,5.47479791e+00
5.07100000e+01,1.02098346e+04,1.02099575e+04,1.02098221e+04,5.91607115e-01,5.91601780e-01,1.31722298e-01,1.31722298e-01,4.70821267e+00
5.07150000e+01,1.02098582e+04,1.02102146e+04,1.02098221e+04,5.91607115e-01,5.91591518e-01,3.88217519e-01,3.88217519e-01,6.06303366e+00
5.07200000e+01,1.02098772e+04,1.02098820e+04,1.02098767e+04,5.91604933e-01,5.91604801e-01,2.15421213e-03,2.15421213e-03,4.91366001e+00
5.07250000e+01,1.02098978e+04,1.02101068e+04,1.02098767e+04,5.91604933e-01,5.91595813e-01,2.26433189e-01,2.26433189e-01,5.18434589e+00
5.07300000e+01,1.02099174e+04,1.02103199e+04,1.02098767e+04,5.91604933e-01,5.91587304e-01,4.38968135e-01,4.38968135e-01,5.95096473e+00
5.07350000e+01,1.02099400e+04,1.02100249e+04,1.02099314e+04,5.91602744e-01,5.91599080e-01,9.00569175e-02,9.00569175e-02,4.59616159e+00
5.07400000e+01,1.02099568e+04,1.02102078e+04,1.02099314e+04,5.91602744e-01,5.91591785e-01,2.72461568e-01,2.72461568e-01,5.74557283e+00
5.07450000e+01,1.02099824e+04,1.02099874e+04,1.02099819e+04,5.91600736e-01,5.91600489e-01,1.20718864e-04,1.20718864e-04,5.47491681e+00
5.07500000e+01,1.02099986e+04,1.02101215e+04,1.02099861e+04,5.91600554e-01,5.91595219e-01,1.31723698e-01,1.31723698e-01,4.70831493e+00
5.07550000e+01,1.02100222e+04,1.02103786e+04,1.02099861e+04,5.91600554e-01,5.91584958e-01,3.88221645e-01,3.88221645e-01,6.06316534e+00
5.07600000e+01,1.02100412e+04,1.02100460e+04,1.02100407e+04,5.91598372e-01,5.91598241e-01,2.15423502e-03,2.15423502e-03,4.91376673e+00
5.07650000e+01,1.02100618e+04,1.02102709e+04,1.02100407e+04,5.91598372e-01,5.91589252e-01,2.26435596e-01,2.26435596e-01,5.18445849e+00
5.07700000e+01,1.02100814e+04,1.02104839e+04,1.02100407e+04,5.91598372e-01,5.91580744e-01,4.38972800e-01,4.38972800e-01,5.95109397e+00
5.07750000e+01,1.02101040e+04,1.02101889e+04,1.02100954e+04,5.91596183e-01,5.91592519e-01,9.00578746e-02,9.00578746e-02,4.59626141e+00
5.07800000e+01,1.02101208e+04,1.02103718e+04,1.02100954e+04,5.91596183e-01,5.91585225e-01,2.72464463e-01,2.72464463e-01,5.74569762e+00
5.07850000e+01,1.02101464e+04,1.02101514e+04,1.02101459e+04,5.91594176e-01,5.91593929e-01,1.20720147e-04,1.20720147e-04,5.47503572e+00
5.07900000e+01,1.02101626e+04,1.02102855e+04,1.02101502e+04,5.91593994e-01,5.91588659e-01,1.31725098e-01,1.31725098e-01,4.70841718e+00
5.07950000e+01,1.02101862e+04,1.02105426e+04,1.02101502e+04,5.91593994e-01,5.91578397e-01,3.88225771e-01,3.88225771e-01,6.06329702e+00
5.08000000e+01,1.02102052e+04,1.02102101e+04,1.02102047e+04,5.91591811e-01,5.91591680e-01,2.15425792e-03,2.15425792e-03,4.91387344e+00
5.08050000e+01,1.02102259e+04,1.02104349e+04,1.02102047e+04,5.91591811e-01,5.91582692e-01,2.26438002e-01,2.26438002e-01,5.18457108e+00
5.08100000e+01,1.02102454e+04,1.02106479e+04,1.02102047e+04,5.91591811e-01,5.91574183e-01,4.38977465e-01,4.38977465e-01,5.95122321e+00
5.08150000e+01,1.02102680e+04,1.02103530e+04,1.02102594e+04,5.91589622e-01,5.91585959e-01,9.00588317e-02,9.00588317e-02,4.59636123e+00
5.08200000e+01,1.02102848e+04,1.02105358e+04,1.02102594e+04,5.91589622e-01,5.91578664e-01,2.72467359e-01,2.72467359e-01,5.74582240e+00
5.08250000e+01,1.02103104e+04,1.02103154e+04,1.02103099e+04,5.91587615e-01,5.91587368e-01,1.20721430e-04,1.20721430e-04,5.47515462e+00
5.08300000e+01,1.02103266e+04,1.02104495e+04,1.02103142e+04,5.91587433e-01,5.91582098e-01,1.31726498e-01,1.31726498e-01,4.70851943e+00
5.08350000e+01,1.02103502e+04,1.02107066e+04,1.02103142e+04,5.91587433e-01,5.91571837e-01,3.88229896e-01,3.88229896e-01,6.06342870e+00
5.08400000e+01,1.02103692e+04,1.02103741e+04,1.02103687e+04,5.91585251e-01,5.91585119e-01,2.15428081e-03,2.15428081e-03,4.91398016e+00
5.08450000e+01,1.02103899e+04,1.02105989e+04,1.02103687e+04,5.91585251e-01,5.91576131e-01,2.26440408e-01,2.26440408e-01,5.18468367e+00
5.08500000e+01,1.02104095e+04,1.02108119e+04,1.02103687e+04,5.91585251e-01,5.91567623e-01,4.38982130e-01,4.38982130e-01,5.95135246e+00
5.08550000e+01,1.02104321e+04,1.02105170e+04,1.02104235e+04,5.91583062e-01,5.91579398e-01,9.00597887e-02,9.00597887e-02,4.59646105e+00
5.08600000e+01,1.02104489e+04,1.02106998e+04,1.02104235e+04,5.91583062e-01,5.91572104e-01,2.72470254e-01,2.72470254e-01,5.74594718e+00
5.08650000e+01,1.02104744e+04,1.02104794e+04,1.02104739e+04,5.91581055e-01,5.91580807e-01,1.20722713e-04,1.20722713e-04,5.47527352e+00
5.08700000e+01,1.02104906e+04,1.02106135e+04,1.02104782e+04,5.91580873e-01,5.91575538e-01,1.31727898e-01,1.31727898e-01,4.70862169e+00
5.08750000e+01,1.02105142e+04,1.02108706e+04,1.02104782e+04,5.91580872e-01,5.91565276e-01,3.88234022e-01,3.88234022e-01,6.06356038e+00
5.08800000e+01,1.02105332e+04,1.02105381e+04,1.02105327e+04,5.91578690e-01,5.91578559e-01,2.15430370e-03,2.15430370e-03,4.91408687e+00
5.08850000e+01,1.02105539e+04,1.02107629e+04,1.02105327e+04,5.91578690e-01,5.91569571e-01,2.26442814e-01,2.26442814e-01,5.18479627e+00
5.08900000e+01,1.02105735e+04,1.02109759e+04,1.02105327e+04,5.91578690e-01,5.91561063e-01,4.38986794e-01,4.38986794e-01,5.95148170e+00
5.08950000e+01,1.02105961e+04,1.02106810e+04,1.02105875e+04,5.91576501e-01,5.91572838e-01,9.00607457e-02,9.00607457e-02,4.59656086e+00
5.09000000e+01,1.02106129e+04,1.02108638e+04,1.02105875e+04,5.91576501e-01,5.91565544e-01,2.72473149e-01,2.72473149e-01,5.74607196e+00
5.09050000e+01,1.02106384e+04,1.02106434e+04,1.02106379e+04,5.91574494e-01,5.91574247e-01,1.20723995e-04,1.20723995e-04,5.47539242e+00
5.09100000e+01,1.02106546e+04,1.02107775e+04,1.02106422e+04,5.91574312e-01,5.91568977e-01,1.31729298e-01,1.31729298e-01,4.70872394e+00
5.09150000e+01,1.02106783e+04,1.02110346e+04,1.02106422e+04,5.91574312e-01,5.91558716e-01,3.88238147e-01,3.88238147e-01,6.06369205e+00
5.09200000e+01,1.02106972e+04,1.02107021e+04,1.02106968e+04,5.91572130e-01,5.91571999e-01,2.15432660e-03,2.15432660e-03,4.91419359e+00
5.09250000e+01,1.02107179e+04,1.02109269e+04,1.02106968e+04,5.91572130e-01,5.91563011e-01,2.26445220e-01,2.26445220e-01,5.18490886e+00
5.09300000e+01,1.02107375e+04,1.02111399e+04,1.02106968e+04,5.91572130e-01,5.91554502e-01,4.38991458e-01,4.38991458e-01,5.95161094e+00
5.09350000e+01,1.02107601e+04,1.02108450e+04,1.02107515e+04,5.91569941e-01,5.91566277e-01,9.00617027e-02,9.00617027e-02,4.59666068e+00
5.09400000e+01,1.02107769e+04,1.02110278e+04,1.02107515e+04,5.91569941e-01,5.91558983e-01,2.72476044e-01,2.72476044e-01,5.74619674e+00
5.09450000e+01,1.02108024e+04,1.02108074e+04,1.02108019e+04,5.91567934e-01,5.91567687e-01,1.20725278e-04,1.20725278e-04,5.47551132e+00
5.09500000e+01,1.02108186e+04,1.02109415e+04,1.02108062e+04,5.91567752e-01,5.91562417e-01,1.31730697e-01,1.31730697e-01,4.70882619e+00
5.09550000e+01,1.02108423e+04,1.02111986e+04,1.02108062e+04,5.91567752e-01,5.91552156e-01,3.88242272e-01,3.88242272e-01,6.06382373e+00
5.09600000e+01,1.02108613e+04,1.02108661e+04,1.02108608e+04,5.91565570e-01,5.91565438e-01,2.15434949e-03,2.15434949e-03,4.91430030e+00
5.09650000e+01,1.02108819e+04,1.02110909e+04,1.02108608e+04,5.91565570e-01,5.91556451e-01,2.26447626e-01,2.26447626e-01,5.18502145e+00
5.09700000e+01,1.02109015e+04,1.02113039e+04,1.02108608e+04,5.91565569e-01,5.91547942e-01,4.38996122e-01,4.38996122e-01,5.95174018e+00
5.09750000e+01,1.02109241e+04,1.02110090e+04,1.02109155e+04,5.91563381e-01,5.91559717e-01,9.00626595e-02,9.00626595e-02,4.59676049e+00
5.09800000e+01,1.02109409e+04,1.02111918e+04,1.02109155e+04,5.91563381e-01,5.91552423e-01,2.72478939e-01,2.72478939e-01,5.74632151e+00
5.09850000e+01,1.02109664e+04,1.02109714e+04,1.02109659e+04,5.91561374e-01,5.91561126e-01,1.20726561e-04,1.20726561e-04,5.47563022e+00
5.09900000e+01,1.02109826e+04,1.02111055e+04,1.02109702e+04,5.91561192e-01,5.91555857e-01,1.31732097e-01,1.31732097e-01,4.70892844e+00
5.09950000e+01,1.02110063e+04,1.02113626e+04,1.02109702e+04,5.91561191e-01,5.91545596e-01,3.88246396e-01,3.88246396e-01,6.06395540e+00
5.10000000e+01,1.02110253e+04,1.02110301e+04,1.02110248e+04,5.91559009e-01,5.91558878e-01,2.15437238e-03,2.15437238e-03,4.91440701e+00
5.10050000e+01,1.02110459e+04,1.02112549e+04,1.02110248e+04,5.91559009e-01,5.91549890e-01,2.26450032e-01,2.26450032e-01,5.18513404e+00
5.10100000e+01,1.02110655e+04,1.02114679e+04,1.02110248e+04,5.91559009e-01,5.91541382e-01,4.39000786e-01,4.39000786e-01,5.95186941e+00
5.10150000e+01,1.02110881e+04,1.02111730e+04,1.02110795e+04,5.91556820e-01,5.91553157e-01,9.00636164e-02,9.00636164e-02,4.59686031e+00
5.10200000e+01,1.02111049e+04,1.02113558e+04,1.02110795e+04,5.91556820e-01,5.91545863e-01,2.72481834e-01,2.72481834e-01,5.74644629e+00
5.10250000e+01,1.02111304e+04,1.02111354e+04,1.02111299e+04,5.91554813e-01,5.91554566e-01,1.20727843e-04,1.20727843e-04,5.47574912e+00
5.10300000e+01,1.02111467e+04,1.02112695e+04,1.02111342e+04,5.91554631e-01,5.91549297e-01,1.31733496e-01,1.31733496e-01,4.70903069e+00
5.10350000e+01,1.02111703e+04,1.02115266e+04,1.02111342e+04,5.91554631e-01,5.91539036e-01,3.88250521e-01,3.88250521e-01,6.06408707e+00
5.10400000e+01,1.02111893e+04,1.02111941e+04,1.02111888e+04,5.91552449e-01,5.91552318e-01,2.15439526e-03,2.15439526e-03,4.91451372e+00
5.10450000e+01,1.02112099e+04,1.02114189e+04,1.02111888e+04,5.91552449e-01,5.91543330e-01,2.26452438e-01,2.26452438e-01,5.18524662e+00
5.10500000e+01,1.02112295e+04,1.02116319e+04,1.02111888e+04,5.91552449e-01,5.91534823e-01,4.39005450e-01,4.39005450e-01,5.95199865e+00
5.10550000e+01,1.02112521e+04,1.02113370e+04,1.02112435e+04,5.91550260e-01,5.91546597e-01,9.00645732e-02,9.00645732e-02,4.59696012e+00
5.10600000e+01,1.02112689e+04,1.02115198e+04,1.02112435e+04,5.91550260e-01,5.91539303e-01,2.72484729e-01,2.72484729e-01,5.74657106e+00
5.10650000e+01,1.02112944e+04,1.02112994e+04,1.02112939e+04,5.91548253e-01,5.91548006e-01,1.20729126e-04,1.20729126e-04,5.47586802e+00
5.10700000e+01,1.02113107e+04,1.02114335e+04,1.02112982e+04,5.91548071e-01,5.91542737e-01,1.31734896e-01,1.31734896e-01,4.70913294e+00
5.10750000e+01,1.02113343e+04,1.02116906e+04,1.02112982e+04,5.91548071e-01,5.91532476e-01,3.88254645e-01,3.88254645e-01,6.06421874e+00
5.10800000e+01,1.02113533e+04,1.02113581e+04,1.02113528e+04,5.91545889e-01,5.91545758e-01,2.15441815e-03,2.15441815e-03,4.91462043e+00
5.10850000e+01,1.02113739e+04,1.02115829e+04,1.02113528e+04,5.91545889e-01,5.91536771e-01,2.26454843e-01,2.26454843e-01,5.18535921e+00
5.10900000e+01,1.02113935e+04,1.02117959e+04,1.02113528e+04,5.91545889e-01,5.91528263e-01,4.39010113e-01,4.39010113e-01,5.95212788e+00
5.10950000e+01,1.02114161e+04,1.02115010e+04,1.02114075e+04,5.91543700e-01,5.91540037e-01,9.00655299e-02,9.00655299e-02,4.59705993e+00
5.11000000e+01,1.02114329e+04,1.02116838e+04,1.02114075e+04,5.91543700e-01,5.91532743e-01,2.72487623e-01,2.72487623e-01,5.74669584e+00
5.11050000e+01,1.02114584e+04,1.02114634e+04,1.02114579e+04,5.91541693e-01,5.91541446e-01,1.20730408e-04,1.20730408e-04,5.47598691e+00
5.11100000e+01,1.02114747e+04,1.02115975e+04,1.02114622e+04,5.91541511e-01,5.91536177e-01,1.31736295e-01,1.31736295e-01,4.70923518e+00
5.11150000e+01,1.02114983e+04,1.02118546e+04,1.02114622e+04,5.91541511e-01,5.91525917e-01,3.88258769e-01,3.88258769e-01,6.06435041e+00
5.11200000e+01,1.02115173e+04,1.02115221e+04,1.02115168e+04,5.91539329e-01,5.91539198e-01,2.15444103e-03,2.15444103e-03,4.91472713e+00
5.11250000e+01,1.02115379e+04,1.02117469e+04,1.02115168e+04,5.91539329e-01,5.91530211e-01,2.26457249e-01,2.26457249e-01,5.18547180e+00
5.11300000e+01,1.02115575e+04,1.02119599e+04,1.02115168e+04,5.91539329e-01,5.91521703e-01,4.39014776e-01,4.39014776e-01,5.95225712e+00
5.11350000e+01,1.02115801e+04,1.02116650e+04,1.02115715e+04,5.91537140e-01,5.91533477e-01,9.00664866e-02,9.00664866e-02,4.59715975e+00
5.11400000e+01,1.02115969e+04,1.02118478e+04,1.02115715e+04,5.91537140e-01,5.91526184e-01,2.72490517e-01,2.72490517e-01,5.74682061e+00
5.11450000e+01,1.02116224e+04,1.02116274e+04,1.02116219e+04,5.91535133e-01,5.91534886e-01,1.20731691e-04,1.20731691e-04,5.47610580e+00
5.11500000e+01,1.02116386e+04,1.02117615e+04,1.02116262e+04,5.91534951e-01,5.91529617e-01,1.31737694e-01,1.31737694e-01,4.70933743e+00
5.11550000e+01,1.02116623e+04,1.02120186e+04,1.02116262e+04,5.91534951e-01,5.91519357e-01,3.88262893e-01,3.88262893e-01,6.06448208e+00
5.11600000e+01,1.02116813e+04,1.02116861e+04,1.02116808e+04,5.91532769e-01,5.91532638e-01,2.15446392e-03,2.15446392e-03,4.91483384e+00
5.11650000e+01,1.02117019e+04,1.02119109e+04,1.02116808e+04,5.91532769e-01,5.91523651e-01,2.26459654e-01,2.26459654e-01,5.18558438e+00
5.11700000e+01,1.02117215e+04,1.02121239e+04,1.02116808e+04,5.91532769e-01,5.91515143e-01,4.39019439e-01,4.39019439e-01,5.95238635e+00
5.11750000e+01,1.02117441e+04,1.02118290e+04,1.02117355e+04,5.91530581e-01,5.91526917e-01,9.00674432e-02,9.00674432e-02,4.59725956e+00
5.11800000e+01,1.02117609e+04,1.02120118e+04,1.02117355e+04,5.91530581e-01,5.91519624e-01,2.72493412e-01,2.72493412e-01,5.74694538e+00
5.11850000e+01,1.02117864e+04,1.02117914e+04,1.02117859e+04,5.91528574e-01,5.91528327e-01,1.20732973e-04,1.20732973e-04,5.47622470e+00
5.11900000e+01,1.02118026e+04,1.02119255e+04,1.02117902e+04,5.91528392e-01,5.91523058e-01,1.31739094e-01,1.31739094e-01,4.70943968e+00
5.11950000e+01,1.02118263e+04,1.02121826e+04,1.02117902e+04,5.91528392e-01,5.91512797e-01,3.88267017e-01,3.88267017e-01,6.06461374e+00
5.12000000e+01,1.02118452e+04,1.02118501e+04,1.02118448e+04,5.91526210e-01,5.91526078e-01,2.15448680e-03,2.15448680e-03,4.91494055e+00
5.12050000e+01,1.02118659e+04,1.02120749e+04,1.02118448e+04,5.91526210e-01,5.91517091e-01,2.26462059e-01,2.26462059e-01,5.18569697e+00
5.12100000e+01,1.02118855e+04,1.02122879e+04,1.02118448e+04,5.91526210e-01,5.91508584e-01,4.39024101e-01,4.39024101e-01,5.95251558e+00
5.12150000e+01,1.02119081e+04,1.02119930e+04,1.02118995e+04,5.91524021e-01,5.91520358e-01,9.00683998e-02,9.00683998e-02,4.59735937e+00
5.12200000e+01,1.02119249e+04,1.02121758e+04,1.02118995e+04,5.91524021e-01,5.91513064e-01,2.72496306e-01,2.72496306e-01,5.74707015e+00
5.12250000e+01,1.02119504e+04,1.02119554e+04,1.02119499e+04,5.91522014e-01,5.91521767e-01,1.20734256e-04,1.20734256e-04,5.47634359e+00
5.12300000e+01,1.02119666e+04,1.02120895e+04,1.02119542e+04,5.91521832e-01,5.91516498e-01,1.31740493e-01,1.31740493e-01,4.70954192e+00
5.12350000e+01,1.02119903e+04,1.02123466e+04,1.02119542e+04,5.91521832e-01,5.91506238e-01,3.88271140e-01,3.88271140e-01,6.06474541e+00
5.12400000e+01,1.02120092e+04,1.02120141e+04,1.02120087e+04,5.91519650e-01,5.91519519e-01,2.15450968e-03,2.15450968e-03,4.91504725e+00
5.12450000e+01,1.02120299e+04,1.02122389e+04,1.02120088e+04,5.91519650e-01,5.91510532e-01,2.26464464e-01,2.26464464e-01,5.18580955e+00
5.12500000e+01,1.02120495e+04,1.02124519e+04,1.02120088e+04,5.91519650e-01,5.91502025e-01,4.39028764e-01,4.39028764e-01,5.95264481e+00
5.12550000e+01,1.02120721e+04,1.02121570e+04,1.02120635e+04,5.91517461e-01,5.91513798e-01,9.00693564e-02,9.00693564e-02,4.59745918e+00
5.12600000e+01,1.02120889e+04,1.02123398e+04,1.02120635e+04,5.91517461e-01,5.91506505e-01,2.72499200e-01,2.72499200e-01,5.74719492e+00
5.12650000e+01,1.02121144e+04,1.02121194e+04,1.02121139e+04,5.91515454e-01,5.91515207e-01,1.20735538e-04,1.20735538e-04,5.47646248e+00
5.12700000e+01,1.02121306e+04,1.02122535e+04,1.02121182e+04,5.91515272e-01,5.91509938e-01,1.31741892e-01,1.31741892e-01,4.70964416e+00
5.12750000e+01,1.02121542e+04,1.02125106e+04,1.02121182e+04,5.91515272e-01,5.91499679e-01,3.88275263e-01,3.88275263e-01,6.06487707e+00
5.12800000e+01,1.02121732e+04,1.02121781e+04,1.02121727e+04,5.91513090e-01,5.91512959e-01,2.15453257e-03,2.15453257e-03,4.91515396e+00
5.12850000e+01,1.02121939e+04,1.02124029e+04,1.02121727e+04,5.91513090e-01,5.91503972e-01,2.26466869e-01,2.26466869e-01,5.18592213e+00
5.12900000e+01,1.02122135e+04,1.02126159e+04,1.02121727e+04,5.91513090e-01,5.91495465e-01,4.39033426e-01,4.39033426e-01,5.95277404e+00
5.12950000e+01,1.02122360e+04,1.02123210e+04,1.02122275e+04,5.91510902e-01,5.91507239e-01,9.00703129e-02,9.00703129e-02,4.59755898e+00
5.13000000e+01,1.02122528e+04,1.02125038e+04,1.02122275e+04,5.91510902e-01,5.91499946e-01,2.72502093e-01,2.72502093e-01,5.74731969e+00
5.13050000e+01,1.02122784e+04,1.02122834e+04,1.02122779e+04,5.91508895e-01,5.91508648e-01,1.20736820e-04,1.20736820e-04,5.47658137e+00
5.13100000e+01,1.02122946e+04,1.02124175e+04,1.02122822e+04,5.91508713e-01,5.91503379e-01,1.31743291e-01,1.31743291e-01,4.70974640e+00
5.13150000e+01,1.02123182e+04,1.02126746e+04,1.02122822e+04,5.91508713e-01,5.91493119e-01,3.88279386e-01,3.88279386e-01,6.06500873e+00
5.13200000e+01,1.02123372e+04,1.02123421e+04,1.02123367e+04,5.91506531e-01,5.91506400e-01,2.15455545e-03,2.15455545e-03,4.91526066e+00
5.13250000e+01,1.02123579e+04,1.02125668e+04,1.02123367e+04,5.91506531e-01,5.91497413e-01,2.26469274e-01,2.26469274e-01,5.18603471e+00
5.13300000e+01,1.02123774e+04,1.02127798e+04,1.02123367e+04,5.91506531e-01,5.91488906e-01,4.39038088e-01,4.39038088e-01,5.95290327e+00
5.13350000e+01,1.02124000e+04,1.02124849e+04,1.02123914e+04,5.91504342e-01,5.91500679e-01,9.00712694e-02,9.00712694e-02,4.59765879e+00
5.13400000e+01,1.02124168e+04,1.02126677e+04,1.02123914e+04,5.91504342e-01,5.91493386e-01,2.72504987e-01,2.72504987e-01,5.74744445e+00
5.13450000e+01,1.02124424e+04,1.02124474e+04,1.02124419e+04,5.91502336e-01,5.91502088e-01,1.20738102e-04,1.20738102e-04,5.47670026e+00
5.13500000e+01,1.02124586e+04,1.02125815e+04,1.02124462e+04,5.91502154e-01,5.91496820e-01,1.31744690e-01,1.31744690e-01,4.70984865e+00
5.13550000e+01,1.02124822e+04,1.02128385e+04,1.02124462e+04,5.91502153e-01,5.91486560e-01,3.88283509e-01,3.88283509e-01,6.06514039e+00
5.13600000e+01,1.02125012e+04,1.02125060e+04,1.02125007e+04,5.91499972e-01,5.91499840e-01,2.15457832e-03,2.15457832e-03,4.91536736e+00
5.13650000e+01,1.02125219e+04,1.02127308e+04,1.02125007e+04,5.91499972e-01,5.91490854e-01,2.26471679e-01,2.26471679e-01,5.18614729e+00
5.13700000e+01,1.02125414e+04,1.02129438e+04,1.02125007e+04,5.91499972e-01,5.91482347e-01,4.39042749e-01,4.39042749e-01,5.95303249e+00
5.13750000e+01,1.02125640e+04,1.02126489e+04,1.02125554e+04,5.91497783e-01,5.91494120e-01,9.00722258e-02,9.00722258e-02,4.59775860e+00
5.13800000e+01,1.02125808e+04,1.02128317e+04,1.02125554e+04,5.91497783e-01,5.91486827e-01,2.72507880e-01,2.72507880e-01,5.74756922e+00
